Discuz(康盛)	Body="Powered by Discuz!"
QNAP-NAS	Body="location.href=pr+\"://[\"+location.hostname+\"]\"+pt+redirect_suffix;"
QNAP-NAS	Body~="(^\\/\\/window.location = '\\/indexnas\\.cgi\\?counter=' \\+ Math\\.floor\\(\\(diff1-diff2\\)\\/1000\\);[\\r\\n]^window.location.replace\\('\\/indexnas\\.cgi\\?counter=' \\+ Math\\.floor\\(\\(diff1-diff2\\)\\/1000\\)\\);$)"
QNAP-NAS	Body="<a href=\"http://www.qnap.com\"><img src=\"/ajax_obj/images/qnap_logo_w.gif\" alt=\"QNAP Turbo NAS\" title=\"QNAP Turbo NAS\""
QNAP-NAS	Body="<td class=\"header_tb_logo\"><img id='qlogo' src=\"/ajax_obj/images/qnap_logo_dark.gif\" width=\"158\" height=\"75\"></td>"
QNAP-NAS	Body="<table width=\"100%\" border=\"0\" background=\"/v3_menu/images/admin_header.jpg\" cellpadding=\"0\" cellspacing=\"0\" class=\"12-blue\">"
QNAP-NAS	Body="<img id=\"img_webserver\" src=\"/ajax_obj/images/login_main_2.jpg\" longdesc=\"javascript:onQuickLinkChange(2);\" alt=\"Web Server\" />"
QNAP-NAS	Body="<img id=\"img_multimedia\" src=\"/ajax_obj/images/login_main_3.jpg\" longdesc=\"javascript:onQuickLinkChange(3);\" alt=\"Multimedia Station\" />"
QNAP-NAS	Body="<img id=\"img_download\" src=\"/ajax_obj/images/login_main_4.jpg\" longdesc=\"javascript:onQuickLinkChange(4);\" alt=\"Download Station\" />"
QNAP-NAS	Body="<img id=\"img_webfile\" src=\"/ajax_obj/images/login_main_5.jpg\" longdesc=\"javascript:onQuickLinkChange(5);\" alt=\"Web File Manager\" />"
QNAP-NAS	Body="<img id=\"img_surveillance\" src=\"/ajax_obj/images/login_main_6.jpg\" longdesc=\"javascript:onQuickLinkChange(6);\" alt=\"Surveillance Station\" />"
QNAP-NAS	Body="<title>Welcome to QNAP Turbo NAS</title>"
WHMCS	Body="<p align=\"center\">Powered by <a href=\"http://www.whmcs.com/\" target=\"_blank\">WHMCompleteSolution</a></p>"
WHMCS	Body="<td align=\"right\" valign=\"middle\">Powered by <a href=\"http://www.whmcs.com/\" target=\"_blank\">WHMCS</a></td>"
WHMCS	Body~="(<tr><td bgcolor=\"#efefef\" height=\"20\" align=\"center\"><a href=\"index\\.php\">Home<\\/a> \\| <a href=\"clients\\.php\">Clients<\\/a> \\| <a href=\"supporttickets\\.php\">Tickets<\\/a> \\| <a href=\"orders\\.php\">Orders<\\/a> \\| <a href=\"activitylog\\.php\">Activity<\\/a> \\| <a href=\"logout\\.php\">Logout<\\/a><\\/td><\\/tr>[\\s]+<tr><td align=\"center\">[^,^\\s]+, [^<]+<br \\/>Version: ([^<^\\s]+)<\\/td><\\/tr>)"
WHMCS	Body="<p>Got a new license key?  <a href=\"licenseerror.php?licenseerror=change\">Click here to enter it</a></p>"
AddThis	Body~="(<script [^>]*src=[\"|'][^>]*addthis\\.com\\/js)"
Pantheon	Header~="(x-pantheon-edge-server: ^(.*)$)"
Pantheon	Header~="(: HTTP\\/1\\.[01] 404 Unknown site\\!)"
ECShop	Body~="(<title>[^<]+ - Powered by ECShop<\\/title>)"
ECShop	Body~="(<meta name=\"Generator\" content=\"ECSHOP v([\\d\\.]+)\" \\/>)"
ionCube-Loader	Body="<img src=\"?page=logo\" alt=\"ionCube logo\">"
ionCube-Loader	Body="<h2>ionCube Loader Wizard</h2><p class=\"alert\">An updated version of this Wizard script is available <a href=\"http://loaders.ioncube.com/\">here</a>.</p>"
ionCube-Loader	Body~="(<p>The ionCube Loader ([^\\s]+) is already installed but it is an old version\\. It is recommended that the Loader be updated to the latest version)"
ionCube-Loader	Body~="(<p>The ionCube Loader ([^\\s]+) is already installed and encoded files should run without problems.<\\/p>)"
ionCube-Loader	Body~="(<div id=\"footer\">Copyright ionCube Ltd\\. 2002-20[\\d]{2} \\| (Loader Wizard version [^\\s]+) )"
ionCube-Loader	Body="<div id=\"loading\"><script type=\"text/javascript\">document.write('<p>Initialising<br>ionCube Loader Wizard<br><span id=\"status\"></span></p>');</script>"
CMSQLite	Body="<div id=\"cmsqliteFooter\"><span id=\"anchorFooter\"><a href=\"http://www.cmsqlite.net\" target=\"_blank\">powered by CMSQLite</a></span></div></body></html>"
CMSQLite	Body="<meta name=\"generator\" content=\"www.CMSQLite.net by www.Netzabdruck.de\" />"
Kolab	Body="<div id=\"toptitle\">Kolab Groupware login</div>"
Kolab	Body="<meta name=\"description\" content=\"Kolab Administration Webinterface\" />"
Kolab	Body="<title>Kolab Groupware login</title>"
Kerio-Connect	Header~="(server: ^Kerio)"
Kerio-Connect	Header~="(server: ^Kerio (MailServer|Connect) (.+)$)"
Allen-Bradley-PLC	Body~="(<html><head><title>([\\d]{4}-[A-Z][\\d]{3}|[\\d]{4}-[A-Z][\\d]{3}\\/[A-Z]) Home Page<\\/title><\\/head>)"
Allen-Bradley-PLC	Body~="(<h1><font face=\"helvetica\" size=6>([\\d]{4}-[A-Z][\\d]{3}|[\\d]{4}-[A-Z][\\d]{3}\\/[A-Z]) Ethernet Processor<\\/font><\\/h1><br><\\/td>)"
Allen-Bradley-PLC	Body~="(<html><head><title>([\\d]{4}-[A-Z][\\d]{2}[A-Z]{4} [A-Z]\\/[\\d\\.]{4})  <\\/title><META HTTP-EQUIV=\"Pragma\" CONTENT=\"no-cache\"><META HTTP-EQUIV=\"Expires\" CONTENT=\"-1\">)"
Allen-Bradley-PLC	Header~="(server: ^A-B WWW\\/([\\d\\.]{3}))"
Dell-Printer	Body~="(<title>Dell Laser Printer ([A-Z]?[\\d]{4}[a-z]{0,2})<\\/title>)"
Dell-Printer	Body~="(<TITLE>Dell ([\\d]{4}[a-z]+) Laser Printer<\\/TITLE>)"
Tinyproxy	Header~="(server: ^tinyproxy\\/([^\\s]+))"
Resin	Header~="(server: ^Resin)"
Resin	Header~="(server: ^Resin\\/([^\\s]+))"
Resin	Header~="(server: [\\s]+Resin\\/([^\\s]+))"
SMA-Sunny-WebBox	Header~="(server: ^(WebBox-20|Sunny WebBox)$)"
CushyCMS	Body="Content Management Powered by <a href=\"http://www.cushycms.com\">CushyCMS</a>"
CushyCMS	Body="<li id=\"poweredBy\"><img alt=\"Powered by CushyCMS\" src=\"/images/cushy_badge.gif"
CushyCMS	Body="<span id=\"cushycms-footer\">Powered by CushyCMS</span>"
CushyCMS	Body~="(<a href=\"http:\\/\\/www.cushycms.com\\/[^>]+>(<font[^>]+>)?Powered by CushyCMS)"
CushyCMS	Body~="(<[^>]+class=\"cushycms\")"
eSyndiCat	Body="<title>Login To eSyndiCat Admin Panel</title>"
eSyndiCat	Body~="(<meta name=\"generator\" content=\"eSyndiCat Web Directory Software ([\\d\\.]+)\" \\/>)"
eSyndiCat	Body~="(Powered by <a href=\"http:\\/\\/www.esyndicat.com\\/\">eSyndiCat Pro v([\\d\\.]+)<\\/a><br \\/>)"
eSyndiCat	Body~="(Powered by <a href=\"http:\\/\\/www.esyndicat.com\\/\">eSyndiCat<\\/a> Version ([\\d\\.]+)<br \\/>)"
Aruba-Device	Body~="(<\\/noscript>[\\s]+<div id=\"system-info\">[\\s]+<ul>[\\s]+<li>System Name : ([^<]+)<\\/li>)"
Aruba-Device	Body~="(<img src=\"\\/images\\/arubalogo\\.gif\" width=\"200\" height=\"51\"[\\s]+alt=\"Aruba( Wireless)? Networks\" title=\"Aruba( Wireless)? Networks\"\\/>)"
Aruba-Device	Body="<form id=\"login-form\" method=\"post\" autocomplete=\"off\" action=\"/screens/wms/wms.login\">"
RIPS	Body~="(<div class=\"logo\"><a id=\"logo\" href=\"http:\\/\\/sourceforge\\.net\\/projects\\/rips-scanner\\/files\\/\" target=\"_blank\" title=\"get latest version\">([^<^\\s]+)<\\/a><\\/div>)"
RIPS	Body="<td nowrap><input type=\"checkbox\" id=\"subdirs\" value=\"1\" title=\"check to scan subdirectories\" />subdirs</td>"
AiCart	Body="\" for = \"l_password\">Password <span class=\"req\">*</span></label>"
AiCart	Body="<input id = \"l_password\" name = \"l_password\" class = \"field text medium\" type = \"password\" maxlength = \"255\" value = \"\" />"
AiCart	Body="<input id=\"l_remember_me\" name=\"l_remember_me\" class = \"field checkbox\" type = \"checkbox\" value = \"1\" />"
AiCart	Body="<input name=\"APP_authenticate\" type=\"hidden\" id=\"APP_authenticate\" value=\"frmLogin\" />"
Basic-PHP-Events-Lister	Body="Powered by: <a href=\"http://www.mevin.com/\">mevin productions</a>"
Basic-PHP-Events-Lister	Body="<br /><center><input class=\"text\" type=\"submit\" name=\"submitBtn\" value=\"Login\" /></center>"
Basic-PHP-Events-Lister	Body="<center><br> <a href=recover.php>Lost your password?</a></center>"
iHTML	Header~="(server:  \\(Using iHTML\\/([^\\)^\\s]+)\\))"
iHTML	Header~="(x-powered-by: ^iHTML\\/([^\\s]+)$)"
MoonFruit	Header~="(set-cookie: markc)"
MoonFruit	Header~="(set-cookie: ^moonfruit)"
Centreon	Body~="(<meta name=\"Generator\" content=\"Centreon - Copyright \\(C\\) 2005 - (20[\\d]{2}) Open Source Matters\\. All rights reserved\\.\" \\/>)"
Centreon	Body~="(<td id=\"LoginInvitcpy\" colspan=\"2\"><br \\/>&copy; 2005-(20[\\d]{2}) <a href=\"mailto:infos@centreon\\.com\">Centreon<\\/a><\\/td>)"
Centreon	Body="<td class=\"LoginInvitLogo\" colspan=\"2\"><img src=\"img/centreon.gif\" alt=\"Centreon Logo\" title=\"Centreon Logo\" style=\"\" /></td>"
Centreon	Body~="(<tr>[\\s]+<td class=\"LoginInvitVersion\"><br \\/>[\\s]+([^\\s^<]+)[\\s]+<\\/td>[\\s]+<td class=\"LoginInvitDate\"><br \\/>)"
EPiServer	Body="<meta name=\"GENERATOR\" content=\"EPiServer\" />"
EPiServer	Body="<!-- EPiServer -->"
EPiServer	Body="src=\"/Util/javascript/episerverscriptmanager.js\""
EPiServer	Body="<h1>Log in to EPiServer CMS 6"
Barracuda-Backup-Server	Body="<div id=\"logo-wrapper\"><a id=\"logo\" href=\"http://www.barracudanetworks.com/ns/?a=backup_localui\">Barracuda Networks</a></div>"
Barracuda-Backup-Server	Header~="(set-cookie: BACKUP_LOCAL_LOCALE=)"
Warcraft-3-Frozen-Throne-Mod-Config-File	Body="// Radius to give XP to teammates near where the special objective is completed (rescued hosties, bomb planted, killed vip, vip escaped, default is 750)"
Seditio	Body="<meta name=\"generator\" content=\"Seditio by Neocrome http://www.neocrome.net\" />"
Seditio	Body="<a href=\"http://www.neocrome.net\">Powered by Seditio</a><br />"
Seditio	Body="<br />Powered by <a href=\"http://www.neocrome.net\" target=\"_blank\">Seditio</a>"
EZCMS	Body="<td align=\"right\"><a href=\"http://www.ezwebsites.com.au\" class=\"credits\">Site Powered by EZCMS</a></td>"
EZCMS	Body="<td width=\"100%\" align=\"left\" valign=\"bottom\" background=\"images/headerbg.png\"><div align=\"right\"><img src=\"images/headerright.png\" border=\"0\"></div></td>"
EZCMS	Body="<title>EZCMS Content Management System</title>"
EZCMS	Body~="(<center><strong>EZCMS ([\\d\\.]+) )"
EZCMS	Body~="(Powered by <a href=\"http:\\/\\/ezcms.eztechhelp.com\\/\">EZCMS ([\\d\\.]+)<\\/a>)"
PageUp-People	Body="<a class=\"pageupLink\" href=\"http://www.pageuppeople.com\" target=\"self\">Powered by PageUp People</a>"
SyndeoCMS	Body~="(Powered by <a href=\"http:\\/\\/www.syndeocms.org[\\/]?\" target=\"_blank\">)"
SyndeoCMS	Body~="(Powered by <a href=\"http:\\/\\/www.syndeocms.org[\\/]?\" title=\"SyndeoCMS\">)"
SyndeoCMS	Body~="(Powered by <a href=\"http:\\/\\/www.syndeocms.org[\\/]?\"[^>]*>SyndeoCMS<\\/a>)"
SyndeoCMS	Body~="(Site created with <a href=\"http:\\/\\/www.syndeocms.org[\\/]?\">SyndeoCMS<\\/a>)"
SyndeoCMS	Body~="(<div class=\"meta\"><center>Powered by <a href=\"http:\\/\\/www.syndeoCMS.org\\/\" target=\"_blank\">SyndeoCMS ([\\d\\.]+)<\\/a>)"
SyndeoCMS	Body="<!-- Please don't remove my credits! I worked hard to create this theme and distribute it freely. Thanks! -->"
Battle-Blog	Body="<br /><br /><font face=\"arial\" size=\"1\">Powered by <a href=\"http://www.battleblog.com\">Battle Blog</a></font>"
Battle-Blog	Body="<title>Battle Blog Login</title>"
Battle-Blog	Body="<form name = \"UserInfoCollect\" action = \"authenticate.asp\" method = \"post\">"
Battle-Blog	Body="<table width = \"10%\" cellpadding = \"5\" style = \"border-style: solid; border-color: #000000; border-width: 1px;\">"
WebSVN	Body~="(<meta http-equiv=\"generator\" content=\"WebSVN ([^\"]+)\"[\\s]?\\/>)"
WebSVN	Body="<link rel=\"alternate\" type=\"application/rss+xml\" title=\"WebSVN RSS\" href=\"rss.php?repname="
WebSVN	Body="<link rel='alternate' type='application/rss+xml' title='WebSVN RSS' href='rss.php?repname="
IceWarp-Server	Header~="(server: ^IceWarp)"
IceWarp-Server	Header~="(server: ^IceWarp\\/(.+)$)"
IceWarp-Server	Header~="(server: ^IceWarp WebSrv\\/(.+)$)"
phpMailShare	Body~="(<div align=\"center\">Powered by <a href=\"http:\\/\\/tekreaders\\.com\\/blog\\/phpmailshare\\/\" target=\"_blank\">phpMailShare<\\/a> ([^<]+[\\d\\.\\sa-z])<\\/div>)"
phpMailShare	Body="<a href=\"index.php?action=viewbox&amp;box=0\">"
SquareSpace	Body="This site is completely powered by the Squarespace platform."
SquareSpace	Header~="(set-cookie: ^WebPersCookie)"
SquareSpace	Header~="(set-cookie: ^SS_MID)"
SquareSpace	Header~="(set-cookie: ^ss_sd)"
WPML-Plugin	Header~="(set-cookie: _icl_current_language)"
BloofoxCMS	Body~="(<meta name=\"generator\" content=\"bloofoxCMS ([\\d\\.]+)\" \\/>)"
BloofoxCMS	Body~="(<!--[\\r\\n\\s]+This Website was generated by bloofoxCMS.[\\r\\n\\s]+bloofoxCMS is open source published under the gnu gpl. Visit www.bloofox.com for more details![\\r\\n\\s]+Copyrights \\(c\\) 2006-2007 by Alexander Lang[\\r\\n\\s]+\\/\\/-->)"
BloofoxCMS	Body~="(Powered by <a href=\"http:\\/\\/www.bloofox.com\">bloofoxCMS<\\/a>)"
MochiWeb	Header~="(server: ^MochiWeb)"
MochiWeb	Header~="(server: ^MochiWeb\\/([^\\s]+))"
MochiWeb	Header~="(server: ^MochiWeb.*(WebMachine\\/[^\\s]+))"
PuTTY-Log	Body~="(=~=~=~=~=~=~=~=~=~=~=~= PuTTY log [0-9]{4}.[0-9]{2}.[0-9]{2} [0-9]{2}:[0-9]{2}:[0-9]{2} =~=~=~=~=~=~=~=~=~=~=~=)"
ShareThis	Body~="(<script [^>]*src=[\"|'][^\"^']+w\\.sharethis\\.com\\/)"
Log1-CMS	Body="<meta http-equiv=\"Generator\" content=\"log1_cms\" />"
Log1-CMS	Body="<!-- please do not deleate info below, thank you -->"
Log1-CMS	Body="<p>Powered by <a href=\"http://log1cms.sourceforge.net\" target=\"_blank\"> Log1 CMS</a></p>"
Log1-CMS	Body="<title>log1 cms: Login as Admin to</title>"
Log1-CMS	Body="<link href=\"engine/styles/login.css.php\" rel=\"stylesheet\" type=\"text/css\" />"
Log1-CMS	Body="<img src=\"engine/images/logo.gif\" alt=\"log1 CMS logo\"/>"
Toner-Cart	Body="<p align=\"right\"><font color=\"#FFFFFF\">Powered by <a href=\"http://www.vastal.com/\" target=\"_blank\"><font color=\"#FFFFFF\">Vastal I-Tech"
Huginn	Body="<a tabindex=\"-1\" href=\"https://github.com/huginn/huginn\">About</a>"
Alt-N-MDaemon-WorldClient	Body="<div id=\"biglogo\" align=\"center\"><img src=\"LookOut/biglogo.gif\" alt=\"WorldClient\" /></div>"
Alt-N-MDaemon-WorldClient	Body="<form action=\"/WorldClient.dll?View=Main\" target=\"_top\" method=\"post\" onsubmit=\"document.getElementById('Logon').disabled=true;\">"
Alt-N-MDaemon-WorldClient	Body="<form action=\"/WorldClient.dll?View=Main\" target=\"_top\" method=\"post\">"
Alt-N-MDaemon-WorldClient	Body~="(<strong>[\\s]*MDaemon\\/WorldClient v([^\\s<]+) &copy; 20[\\d]{2} Alt-N Technologies\\.[\\s]*<\\/strong>)"
Alt-N-MDaemon-WorldClient	Body~="(<strong><a href=\"http:\\/\\/www\\.altn\\.com\\/Products\\/MDaemon-Email-Server-Windows\\/\">MDaemon Messaging Server, BlackBerry Edition<\\/a>\\/WorldClient v([^\\s<]+) &copy; 20[\\d]{2} <a href=\"http:\\/\\/www\\.altn\\.com\">Alt-N Technologies<\\/a>\\.<\\/strong>)"
Alt-N-MDaemon-WorldClient	Header~="(server: ^WDaemon\\/([\\d\\.]+)$)"
LocazoList-Classifieds	Body="<link rel=\"stylesheet\" href=\"includes/lczFonts.css\" type=\"text/css\">"
LocazoList-Classifieds	Body~="(Powered by <a href='http:\\/\\/www.locazo[a-z]{0,4}.com[\\/]?' style='font-size:10px; color:black'>Locazolist<\\/a> Copyright &copy; [0-9]{4}<\\/font>)"
LocazoList-Classifieds	Body~="(<br><br><br><br><font face='verdana' size='1'>Powered by LocazoList v([0-9a-z\\.]+)<br>Copyright [0-9]{4} <a href='http:\\/\\/www.locazo.com\\/applications'>Locazo.com<\\/a><\\/font>)"
LocazoList-Classifieds	Body~="(<title>LocazoList Classifieds v[0-9a-z\\.]+ - powered by LocazoList ([0-9a-z\\.]+)<\\/title>)"
Enhydra-Application-Server	Header~="(server: ^Enhydra-MultiServer\\/([^\\s]+))"
Enhydra-Application-Server	Header~="(servlet-engine: Enhydra Application Server\\/([^\\s]+))"
PhilBoard	Body~="(<img src=\"images\\/philboard_small.gif\" alt=\"powered by philboard [v]*([\\d\\.]+)\" width=\"76\" height=\"21\" border=\"0\" align=\"middle\">)"
reCAPTCHA	Body~="(<noscript>[\\s]*<iframe src=\"http:\\/\\/www\\.google\\.com\\/recaptcha\\/api\\/noscript\\?k=)"
ICEshop	Body="<p id=\"power_by\"><a href=\"http://www.iceshop.nl\" target=\"_blank\">Powered by ICEshop</a></p>"
ICEshop	Body="Powered by <a class=\"link copyright02\" href=\"http://www.iceshop.nl/\" target=\"_blank\">ICEshop</a>"
ICEshop	Body="<dl class=\"box boxLogo  box02 iceshop\">"
eXtreme-Message-Board	Body="<!-- Powered by XMB"
eXtreme-Message-Board	Body="<!-- The XMB Group -->"
eXtreme-Message-Board	Body~="(^Powered by XMB ([\\d\\.]+)<br \\/>)"
eXtreme-Message-Board	Body~="(<title>[^<]+- Powered by XMB ([\\d\\.]+) )"
eXtreme-Message-Board	Body~="(^<!-- Powered by XMB ([\\d\\.]+) )"
Epic-Web-Honeypot	Body="<center><font size=\"3\" face=\"monospace\">******************************** Epic Web Honeypot ********************************</font></center>"
Epic-Web-Honeypot	Body~="(<center><font size=\"3\" face=\"monospace\">\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\* Version ([^\\s]+) \\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*\\*<\\/font><\\/center>)"
Epic-Web-Honeypot	Body="<!-- Added OS fingerprints - creds - nmap and honeyd nmap.prints file!-->"
Cachelogic-Expired-Domains-Script	Body="<option value=\"30\">Last 30 days</option><option value=\"21\">Last 21 days</option><option value=\"14\">Last 14 days</option><option value=\"7\">Last 7 days</option><option value=\"6\">Last 6 days</option><option value=\"5\">Last 5 days</option><option value=\"4\">Last 4 days</option><option value=\"3\">Last 3 days</option><option value=\"2\">Last 2 days</option><option value=\"1\">Last 1 days</option>"
Cachelogic-Expired-Domains-Script	Body="<option value=\"15\">15</option><option value=\"12\">12</option><option value=\"10\">10</option><option value=\"8\">8</option><option value=\"7\">7</option><option value=\"6\">6</option><option value=\"5\">5</option><option value=\"4\">4</option><option value=\"3\">3</option><option value=\"2\">2</option>"
Cachelogic-Expired-Domains-Script	Body="<br><br><br>Website is powered by <a href=\"http://cachelogic.net\">Cachelogic.net</a>"
Cachelogic-Expired-Domains-Script	Body="<!-- Please do not remove. It is illegal to remove this footer in Cachelogic Expired Domains Free Edition-->"
Cachelogic-Expired-Domains-Script	Body="href=\"http://cachelogic.net\">Cachelogic.net</a></td></tr>"
Flat-File-Guestbook	Body="<link rel=\"stylesheet\" type=\"text/css\" href=\"ffgb_styles.css\">"
Flat-File-Guestbook	Body="<a href=\"guestbook.php\">Return to the Guestbook</a><br>&nbsp;<br>"
Flat-File-Guestbook	Body="<td align=\"right\"><input type=\"password\" value=\"\" name=\"ffgb_pass\"></td></tr>"
Flat-File-Guestbook	Body="<a href=\"ffgb_admin.php\"><i>Manage this Guestbook</i></a>"
Webalizer-Log	Body~="(<!-- Generated by The Webalizer  Ver\\. ([^\\s]+) -->)"
Webalizer-Log	Body~="(<!-- Webalizer Version ([^\\s]+) \\(Mod: [\\d]{1,2}-[a-zA-Z]{3}-[\\d]{4}\\) -->)"
Webalizer-Log	Body~="(<A HREF=\"http:\\/\\/www\\.webalizer\\.org\\/\"><STRONG>Webalizer Version ([^<]+)<\\/STRONG><\\/A>)"
Cybozu-Garoon	Header~="(server: ^Cybozu-WS\\/([^\\s]+)$)"
FluxBB	Body~="(>P(owered by|ropuls&#233; par) (<strong>)?<a href=\"http:\\/\\/fluxbb\\.org\\/\">FluxBB<\\/a>)"
FluxBB	Body~="(>P(owered by|ropuls&#233; par) <a href=\"http:\\/\\/fluxbb\\.org\\/\">FluxBB<\\/a> ([\\d\\.]+)<)"
FluxBB	Body~="(<link rel=\"stylesheet\" type=\"text\\/css\" href=\"style\\/(Cobalt|Lithium|Mercury|Oxygen|Radium|Sulfur)\\.css\" \\/>)"
FluxBB	Body="<li id=\"navlogin\"><a href=\"login.php\">"
FluxBB	Body~="(<div id=\"brdwelcome\" class=\"inbox\">[\\s]+<p>[^<]+<\\/p>[\\s]+<\\/div>)"
siteGENIUS	Body~="(var PortalBrowser = window.open\\('popup.php\\?page_type='\\+page_type\\+'&lang=[A-Z]{2}&page_id='\\+pgid(\\+addToURL)?, '', myFeatures\\); )"
Lyris-ListManager	Body~="(<!-- page: [^,]+, version: (Lyris )?ListManager(SQL)? (LINUX|WIN32) [^>]*version ([^-]+) - [A-Z][a-z]{2} [\\d]{1,2} [\\d]{4}( [\\d]{2}:[\\d]{2}:[\\d]{2})?, interface:)"
Lyris-ListManager	Body~="(<!-- this page created by: '([^'^\\(]+)', line: [\\d]+, package: 'lweb' -->)"
Lyris-ListManager	Body~="(<!-- (Lyris )?List[\\s]*Manager (WIN32|LINUX) version ([^\\/]+) (- [A-Z][a-z]{2} [\\d]{1,2} [\\d]{4})?( [\\d]{2}:[\\d]{2}:[\\d]{2})?\\/ lyrispg.pl version [^>]+ -->)"
Lyris-ListManager	Body~="(<INPUT TYPE=\"hidden\" NAME=\"check_code\" VALUE=\"[^\"^>]+\">)"
Lyris-ListManager	Body="<html><h3>This Lyris ListManager Server is currently unavailable.<br>"
Lyris-ListManager	Body="<font face=\"Arial, Helvetica, sans-serif\" color=\"#000000\"><b><i>Main Menu</i></b></font><br>"
IdeaWebServer	Header~="(server: ^IdeaWebServer\\/v([\\d\\.]+)$)"
Atomic-Photo-Album	Body~="(Powered by <a href=\"http:\\/\\/atomicpa.sourceforge.net\\/\" target=\"_blank\">Atomic Photo Album ([\\d\\.a-z]+)<\\/a>)"
NetApp-NAS	Header~="(server: ^NetApp\\/(.+)$)"
phpVID	Body="<div align=\"center\" class='powered_by_a'>Powered By <a href='http://www.vastal.com/' target='_blank' class='powered_by_a'>"
webSPELL	Body="<meta name=\"generator\" content=\"webSPELL\" />"
webSPELL	Body~="(This site is using the <a href=\"http:\\/\\/www.webspell.org\" target=\"[^\"]+\">webSPELL (Free Content Management System|script) \\(version: ([^\\)]+)\\)[\\s]*<\\/a>)"
